1912025836	11/12/2019 15:16:08	Usuário: marcosferreira		
1912057423	11/12/2019 15:16:08	Usuário: marcosferreira		
1912053574	11/12/2019 15:16:08	Usuário: marcosferreira		
1912076802	16/12/2019 04:21:35	Usuário: marcosferreira		
1912076807	16/12/2019 05:04:55	Usuário: marcosferreira		
1912076833	16/12/2019 05:05:02	Usuário: marcosferreira		
1912077776	16/12/2019 05:20:39	Usuário: marcosferreira		
1912077323	16/12/2019 05:20:50	Usuário: marcosferreira		
1912076848	16/12/2019 05:21:00	Usuário: marcosferreira		
1912076374	16/12/2019 05:21:17	Usuário: marcosferreira		
1912074728	16/12/2019 05:21:31	Usuário: marcosferreira		
1912075910	16/12/2019 05:21:47	Usuário: marcosferreira		
1912078156	16/12/2019 05:48:03	Usuário: marcosferreira		
1912077794	16/12/2019 06:41:34	Usuário: marcosferreira		
1912078924	16/12/2019 06:41:44	Usuário: marcosferreira		
1912078921	16/12/2019 07:05:10	Usuário: marcosferreira		
1912078862	16/12/2019 07:06:41	Usuário: marcosferreira		
1912078613	16/12/2019 07:32:23	Usuário: marcosferreira		
1912078165	16/12/2019 07:44:09	Usuário: marcosferreira		
1912078384	16/12/2019 09:31:46	Usuário: marcosferreira		
1912080026	16/12/2019 09:45:28	Usuário: marcosferreira		
1912080070	16/12/2019 09:45:37	Usuário: marcosferreira		
1912080039	16/12/2019 10:13:03	Usuário: marcosferreira		
1912080262	16/12/2019 10:32:25	Usuário: marcosferreira		
1912078208	16/12/2019 11:07:52	Usuário: marcosferreira		
1912081608	16/12/2019 11:36:20	Usuário: marcosferreira		
1912076215	16/12/2019 11:36:34	Usuário: marcosferreira		
1912081169	16/12/2019 11:36:49	Usuário: marcosferreira		
1912082407	16/12/2019 13:08:46	Usuário: marcosferreira		
1912077173	16/12/2019 13:30:19	Usuário: marcosferreira		
1912068488	17/12/2019 03:52:40	Usuário: marcosferreira		
1912082095	17/12/2019 03:53:28	Usuário: marcosferreira		
1912083614	17/12/2019 03:53:42	Usuário: marcosferreira		
1912083429	17/12/2019 03:53:59	Usuário: marcosferreira		
1912081409	17/12/2019 04:33:08	Usuário: marcosferreira		
1912081292	17/12/2019 04:46:27	Usuário: marcosferreira		
1912083410	17/12/2019 05:04:30	Usuário: marcosferreira		
1912084769	17/12/2019 05:12:34	Usuário: marcosferreira		
1912084649	17/12/2019 05:20:27	Usuário: marcosferreira		
1912077275	17/12/2019 05:26:22	Usuário: marcosferreira		
1912084122	17/12/2019 06:34:16	Usuário: marcosferreira		
1912080269	17/12/2019 06:43:50	Usuário: marcosferreira		
1912083372	17/12/2019 06:59:02	Usuário: marcosferreira		
1912086301	17/12/2019 09:11:25	Usuário: marcosferreira		
1912086473	17/12/2019 09:11:36	Usuário: marcosferreira		
1912087047	17/12/2019 09:22:31	Usuário: marcosferreira		
1912087072	17/12/2019 09:29:10	Usuário: marcosferreira		
1912087330	17/12/2019 10:25:54	Usuário: marcosferreira		
1912078328	17/12/2019 10:30:08	Usuário: marcosferreira		
1912087655	17/12/2019 10:48:03	Usuário: marcosferreira		
1912087532	17/12/2019 10:48:18	Usuário: marcosferreira		
1912087489	17/12/2019 10:48:36	Usuário: marcosferreira		
1912077532	17/12/2019 11:04:47	Usuário: marcosferreira		
1912088055	17/12/2019 11:05:01	Usuário: marcosferreira		
1912085159	17/12/2019 20:08:53	Usuário: marcosferreira		
1912089366	17/12/2019 22:17:29	Usuário: marcosferreira		
1912089176	17/12/2019 23:44:20	Usuário: marcosferreira		
1912090205	18/12/2019 04:05:30	Usuário: marcosferreira		
1912090499	18/12/2019 04:05:43	Usuário: marcosferreira		
1912093910	18/12/2019 17:31:26	Usuário: marcosferreira		
1912093876	18/12/2019 17:31:39	Usuário: marcosferreira		
1912096217	18/12/2019 17:58:20	Usuário: marcosferreira		
1912091346	18/12/2019 20:00:43	Usuário: marcosferreira		
1912103119	19/12/2019 18:55:20	Usuário: marcosferreira		
1912103904	20/12/2019 12:55:23	Usuário: marcosferreira		
1912109991	20/12/2019 18:35:42	Usuário: marcosferreira		
1912105112	20/12/2019 22:05:54	Usuário: marcosferreira		
1912102558	20/12/2019 09:03:04	Usuário: marcosferreira		
1912104203	20/12/2019 08:56:30	Usuário: marcosferreira		
1912103721	20/12/2019 09:06:35	Usuário: marcosferreira		
1912105182	20/12/2019 09:51:35	Usuário: marcosferreira		
1912104456	20/12/2019 09:51:35	Usuário: marcosferreira		
1912104163	20/12/2019 09:51:35	Usuário: marcosferreira		
1912101644	20/12/2019 09:51:35	Usuário: marcosferreira		
1912103052	20/12/2019 09:51:35	Usuário: marcosferreira	Terra Viva	
1912095998	20/12/2019 09:51:35	Usuário: marcosferreira	Terra Viva	
1912095987	20/12/2019 09:51:35	Usuário: marcosferreira	Terra Viva	
1912098358	20/12/2019 09:51:35	Usuário: marcosferreira	Terra Viva	
1912101287	20/12/2019 10:26:37	Usuário: marcosferreira		
1912105117	20/12/2019 10:26:37	Usuário: marcosferreira	AGL Embalagens	
1912105781	20/12/2019 10:48:22	Usuário: marcosferreira	Usiminas 1912106601	
1912097968	20/12/2019 11:13:53	Usuário: marcosferreira	Serta Serviços Tecnicos e Administrativos	
1912105604	20/12/2019 11:27:48	Usuário: marcosferreira	Mauricio Rodrigo dos reis	
1912106867	20/12/2019 12:04:41	Usuário: marcosferreira	Usiminas Mecânica	
1912099214	20/12/2019 12:35:09	Usuário: marcosferreira	Cristaulat Indistria e Comercio	
1912104952	20/12/2019 13:34:29	Usuário: marcosferreira	Sucateira Vale do Aço	
1912107995	20/12/2019 14:07:52	Usuário: marcosferreira	Usiminas Mecanica	
1912109505	20/12/2019 16:35:37	Usuário: marcosferreira	Distribuidora Acauã	
1912109692	20/12/2019 16:52:01	Usuário: marcosferreira		
1912108325	20/12/2019 15:16:51	Usuário: marcosferreira	Elton Alvares Franca	
1912080637	20/12/2019 15:12:58	Usuário: marcosferreira	Celulose Nipo	
1912108460	20/12/2019 15:25:05	Usuário: marcosferreira	Motorista Jeferson	
1912108754	20/12/2019 15:25:05	Usuário: marcosferreira	Motorista Jeferson	
1912110057	20/12/2019 17:34:59	Usuário: marcosferreira	Usiminas, motorista Paulo	
1912111828	21/12/2019 14:51:47	Usuário: terezinha.oliveira		
1912111177	21/12/2019 15:25:25	Usuário: marcosferreira		
1912111224	21/12/2019 15:26:19	Usuário: marcosferreira		
1912111272	21/12/2019 15:27:16	Usuário: marcosferreira		
